sha256,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
generated_00000086,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000087,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000088,0,LdrUnloadDll,NtOpenKey,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000089,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000090,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000091,0,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000092,0,LdrUnloadDll,LoadStringW,NtCreateSection,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000093,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,CoUninitialize,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000094,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000095,0,LdrUnloadDll,LoadStringW,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000096,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000097,0,LdrUnloadDll,LdrGetDllHandle,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,GetFileType,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000098,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000099,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtClose,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000100,0,LdrUnloadDll,OpenServiceW,NtOpenKey,SetUnhandledExceptionFilter,NtClose,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000101,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000102,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000103,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000104,0,LdrUnloadDll,LdrUnloadDll,LoadStringW,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrLoadDll,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000105,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtClose,NtTerminateProcess,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000106,0,LdrUnloadDll,LoadStringW,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000107,0,LdrUnloadDll,LoadStringW,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryAttributesFile,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000108,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtTerminateProcess,NtOpenKey,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000109,0,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtQueryValueKey,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000110,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000111,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,LdrGetProcedureAddress,NtTerminateProcess,NtTerminateProcess,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000112,0,LdrUnloadDll,NtQueryValueKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtOpenKey,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000113,0,LdrUnloadDll,LdrGetDllHandle,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000114,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000115,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,LdrGetProcedureAddress,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000116,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,GetFileType,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,NtClose,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000117,0,LdrUnloadDll,NtCreateSection,NtCreateFile,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,RegQueryValueExW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000118,0,LdrUnloadDll,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000119,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtOpenKey,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000120,0,NtQueryValueKey,LdrUnloadDll,RegCloseKey,OpenServiceW,NtOpenKey,GetFileInformationByHandle,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrLoadDll,NtTerminateProcess,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000121,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000122,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000123,0,NtQueryValueKey,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000124,0,LdrUnloadDll,CoInitializeEx,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000125,0,LdrUnloadDll,LoadStringW,LoadStringW,SetUnhandledExceptionFilter,NtOpenKey,NtCreateFile,GetFileType,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000126,0,LdrUnloadDll,LoadStringW,SetUnhandledExceptionFilter,NtTerminateProcess,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtOpenKey,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000127,0,NtQueryValueKey,LdrUnloadDll,GetFileSize,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtClose,LdrGetDllHandle,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000128,0,LdrUnloadDll,NtOpenKey,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000129,0,NtQueryValueKey,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000130,0,LdrUnloadDll,RegCloseKey,NtQueryKey,NtClose,NtCreateKey,GetFileAttributesW,GetFileSize,SetErrorMode,NtAllocateVirtualMemory,NtWriteFile,LdrGetDllHandle,GetSystemDirectoryW,NtReadFile,GetSystemDirectoryW,NtCreateFile,GetSystemTimeAsFileTime,NtCreateMutant,NtProtectVirtualMemory,NtOpenKey,LdrGetProcedureAddress,NtOpenKeyEx,LdrLoadDll,LdrLoadDll,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000131,0,LdrUnloadDll,NtOpenKey,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,NtClose,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000132,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000133,0,LdrUnloadDll,LoadStringW,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000134,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000135,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtClose,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000136,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,LdrUnloadDll,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrLoadDll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000137,0,LdrUnloadDll,GetSystemInfo,RegCloseKey,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,RegOpenKeyExW,SetErrorMode,NtCreateFile,NtClose,LdrGetDllHandle,GetFileType,NtTerminateProcess,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000138,0,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000139,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000140,0,LdrUnloadDll,NtTerminateProcess,CoUninitialize,NtOpenKey,LoadStringW,NtTerminateProcess,SetUnhandledExceptionFilter,SetErrorMode,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,GetSystemTimeAsFileTime,NtQueryValueKey,GetSystemTimeAsFileTime,NtOpenKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000141,0,LdrUnloadDll,NtDuplicateObject,NtCreateSection,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,DeviceIoControl,NtTerminateProcess,LdrGetDllHandle,GetSystemTimeAsFileTime,NtTerminateProcess,NtFreeVirtualMemory,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000142,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtCreateFile,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryAttributesFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000143,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000144,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtOpenKey,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000145,0,GetSystemTimeAsFileTime,LdrGetProcedureAddress,SetUnhandledExceptionFilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000146,0,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000147,0,LdrUnloadDll,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000148,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtOpenKey,NtCreateFile,LdrGetProcedureAddress,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000149,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000150,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000151,0,LdrUnloadDll,LoadStringW,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000152,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,NtClose,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000153,0,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,NtQueryAttributesFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000154,0,LdrUnloadDll,RegCloseKey,GetFileSize,NtOpenKey,LdrGetProcedureAddress,RegSetValueExA,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,NtClose,NtTerminateProcess,LdrLoadDll,NtTerminateProcess,LdrGetDllHandle,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000155,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000156,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,NtClose,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000157,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,LdrGetDllHandle,GetSystemTimeAsFileTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000158,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000159,0,LdrUnloadDll,NtCreateSection,RegCloseKey,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,NtTerminateProcess,NtQueryAttributesFile,NtProtectVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000160,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,NtClose,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000161,0,LdrUnloadDll,LdrUnloadDll,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,NtCreateFile,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000162,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,GetFileType,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000163,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,NtOpenKey,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000164,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtOpenKey,LdrGetProcedureAddress,NtCreateFile,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,GetFileAttributesW,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000165,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000166,0,LdrUnloadDll,GetSystemInfo,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,LoadStringW,RegOpenKeyExW,NtClose,NtClose,SetUnhandledExceptionFilter,LdrGetDllHandle,LdrLoadDll,NtTerminateProcess,GetFileAttributesW,NtOpenKey,GetSystemTimeAsFileTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000167,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000168,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000169,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000170,0,NtQueryValueKey,LdrUnloadDll,LoadStringW,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtTerminateProcess,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000171,0,LdrUnloadDll,NtTerminateProcess,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000172,0,LdrUnloadDll,LoadStringW,NtOpenKey,CoUninitialize,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000173,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,SetUnhandledExceptionFilter,NtQueryValueKey,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000174,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,LoadStringW,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000175,0,LdrUnloadDll,NtReadFile,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
